RSTB-RXN RSTA-RXN
3.4.11.1-RXN GAMMA-GLUTAMYLTRANSFERASE-RXN
3.4.11.1-RXN 3.4.24.70-RXN
3.4.11.1-RXN 3.4.21.102-RXN
3.4.11.1-RXN ABC-22-RXN
3.4.11.1-RXN 3.4.21.83-RXN
3.4.11.1-RXN 3.4.11.9-RXN
3.4.11.1-RXN 3.4.15.5-RXN
3.4.11.1-RXN 3.4.13.9-RXN
RXN0-2721 NITRIC-OXIDE-REDUCTASE-RXN
RXN0-2721 RXN0-6361
RXN0-2721 RXN0-5487
RXN0-2721 R621-RXN
RXN-7968 RXN-2962
RXN-7968 SHIKIMATE-KINASE-RXN
RXN-7968 RXN0-3922
RXN-7968 1.1.1.264-RXN
RXN-7968 NQOR-RXN
RXN-7968 TRANS-RXN-27
RXN-7968 R165-RXN
RXN-7968 RXN-7967
RXN-7968 FMNREDUCT-RXN
RXN-7968 GLUCONATE-5-DEHYDROGENASE-RXN
RXN-7968 6PGLUCONDEHYDROG-RXN
RXN-7968 1.5.1.34-RXN
RXN-7968 RXN-12445
RXN-7967 RXN-7968
RXN-7967 RXN0-6377
RXN-7967 DIHYDROPICRED-RXN
RXN-7967 RXN-12105
RXN-7967 RXN-12106
RXN-7967 1.1.1.264-RXN
RXN-7967 ISPH2-RXN
RXN-7967 FMNREDUCT-RXN
RXN-7967 GLUCONATE-5-DEHYDROGENASE-RXN
RXN-7967 HOMOSERDEHYDROG-RXN
RXN-7967 R621-RXN
RXN-7967 FAD-RED-RXN
RXN-7967 RXN0-3381
RXN-7967 RXN0-3922
RXN-7967 3-DEHYDROQUINATE-DEHYDRATASE-RXN
RXN-7967 PYRROLINECARBREDUCT-RXN
RXN-7967 FMN-RED-RXN
RXN-7967 RXN0-884
RXN-7967 RXN-2962
RXN-7967 TSA-REDUCT-RXN
RXN-7967 GLYC3PDEHYDROGBIOSYN-RXN
RXN-7967 NQOR-RXN
RXN-7967 R165-RXN
RXN-7967 6PGLUCONDEHYDROG-RXN
RXN-7967 1.5.1.34-RXN
RXN-7967 RXN-12445
RIBOFLAVIN-SYN-RXN LUMAZINESYN-RXN
RIBOFLAVIN-SYN-RXN RIBOFLAVINKIN-RXN
RIBOFLAVIN-SYN-RXN NADPH-DEHYDROGENASE-FLAVIN-RXN
RIBOFLAVIN-SYN-RXN RXN-12445
RXN-12105 RXN-2962
RXN-12105 RXN0-3922
RXN-12105 1.1.1.264-RXN
RXN-12105 NQOR-RXN
RXN-12105 R165-RXN
RXN-12105 RXN-7967
RXN-12105 FMNREDUCT-RXN
RXN-12105 GLUCONATE-5-DEHYDROGENASE-RXN
RXN-12105 6PGLUCONDEHYDROG-RXN
RXN-12105 RXN-12106
RXN-12105 1.5.1.34-RXN
RXN-12105 RXN-12445
RXN-12106 RXN0-3922
RXN-12106 RXN-7967
RXN-12106 TRANS-RXN-181A
RXN-12106 YIAE2-RXN
RXN-12106 RXN-2962
RXN-12106 1.1.1.264-RXN
RXN-12106 NQOR-RXN
RXN-12106 R165-RXN
RXN-12106 FMNREDUCT-RXN
RXN-12106 GLUCONATE-5-DEHYDROGENASE-RXN
RXN-12106 6PGLUCONDEHYDROG-RXN
RXN-12106 RXN-12445
RXN-12106 1.5.1.34-RXN
NANE-RXN RXN0-4641
NANE-RXN NAG6PDEACET-RXN
TRANS-RXN-250 TRANS-RXN-141
RXN0-1565 RXN0-2121
RXN0-1565 COBALADENOSYLTRANS-RXN
RXN0-1565 ABC-5-RXN
THI-P-KIN-RXN RXN-12583
THI-P-KIN-RXN RXN0-3542
THI-P-KIN-RXN RXN0-5291
DALADEHYDROG-RXN RXN0-5260
DALADEHYDROG-RXN RXN0-6678
DALADEHYDROG-RXN TRANS-RXN0-206
DALADEHYDROG-RXN RXN0-6684
ABC-70-RXN SULFATE-ADENYLYLTRANS-RXN
ABC-70-RXN ARYLSULFAT-RXN
MERCAPYSTRANS-RXN RXN0-6359
MERCAPYSTRANS-RXN RXN0-6945
MERCAPYSTRANS-RXN THIOSULFATE-SULFURTRANSFERASE-RXN
RXN0-4942 ALLOSE-KINASE-RXN
RXN0-4942 ABC-42-RXN
TRANS-RXN-262 RXN0-5454
TRANS-RXN-262 RXN0-6982
TRANS-RXN-262 ASPARAGINE--TRNA-LIGASE-RXN
TRANS-RXN-262 ASPARAGHYD-RXN
TRANS-RXN-261 TRANS-RXN-57
TRANS-RXN-261 GABATRANSAM-RXN
RXN-12120 CYT-ACC-RXN
RXN-12120 RXN0-6371
RXN-12120 CHD-RXN
RXN-12120 RXN-821
RXN-12120 RXN-6081
RXN-12120 RXN-10981
RXN-12120 GLYCOLATEDEHYDRO-RXN
RXN-12120 1.2.99.7-RXN
RXN-12120 SELENOCYSTEINE-LYASE-RXN
RXN-12120 RXN0-3281
RXN-12120 CROBETREDUCT-RXN
RXN-12120 L-LACTDEHYDROGFMN-RXN
RXN0-6452 RXN-8974
RXN0-6459 DCUS-RXN
TRANS-RXN-108A ADENPHOSPHOR-RXN
TRANS-RXN-108A ADENODEAMIN-RXN
TRANS-RXN-108A ADENOSINE-NUCLEOSIDASE-RXN
RXN0-1139 TRANS-RXN0-278
RXN0-1139 RXN0-1140
RXN0-1139 RXN0-1130
RXN0-1139 RXN0-1141
RXN0-1139 RXN-8654
TRANS-RXN-108B RXN0-361
TRANS-RXN-108B CYTIDINEKIN-RXN
TRANS-RXN-108B CYTIDEAM2-RXN
TRANS-RXN-108B RXN0-6409
RXN0-1138 MYRISTOYLACYLTRAN-RXN
RXN0-1138 RXN0-5513
RXN0-1138 MYRPALMTRAN-RXN
RXN0-1138 LAUROYLACYLTRAN-RXN
RXN0-1138 RXN-5741
RXN0-1138 RXN-13039
RXN0-1138 RXN0-947
RXN0-1138 HOLO-ACP-SYNTH-RXN
RXN0-1138 PALMITOTRANS-RXN
RXN0-1138 RXN0-1137
RXN0-1138 UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
RXN0-1138 ACYLGPEACYLTRANS-RXN
RXN0-1138 RXN0-1130
RXN0-1138 ACP-S-ACETYLTRANSFER-RXN
RXN0-1138 RXN-9549
RXN0-1138 RXN0-1141
RXN0-1138 GCVP-RXN
RXN0-1138 UDPNACETYLGLUCOSAMACYLTRANS-RXN
RXN0-1138 3.1.4.14-RXN
RXN0-1138 MALONYL-COA-ACP-TRANSACYL-RXN
RXN0-1137 MYRISTOYLACYLTRAN-RXN
RXN0-1137 RXN0-5513
RXN0-1137 MYRPALMTRAN-RXN
RXN0-1137 LAUROYLACYLTRAN-RXN
RXN0-1137 RXN-5741
RXN0-1137 RXN0-947
RXN0-1137 HOLO-ACP-SYNTH-RXN
RXN0-1137 PALMITOTRANS-RXN
RXN0-1137 RXN0-1138
RXN0-1137 UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
RXN0-1137 ACYLGPEACYLTRANS-RXN
RXN0-1137 RXN0-1140
RXN0-1137 RXN0-1130
RXN0-1137 ACP-S-ACETYLTRANSFER-RXN
RXN0-1137 RXN-9549
RXN0-1137 RXN0-1144
RXN0-1137 UDPNACETYLGLUCOSAMACYLTRANS-RXN
RXN0-1137 3.1.4.14-RXN
RXN0-1137 MALONYL-COA-ACP-TRANSACYL-RXN
TRANS-RXN-108E DEOXYINOPHOSPHOR-RXN
RXN0-6462 RXN0-6464
TRANS-RXN-108F DURIDKI-RXN
TRANS-RXN-108F URA-PHOSPH-RXN
RXN0-6461 CYT-ACC-RXN
RXN0-6461 RXN0-6371
RXN0-6461 CHD-RXN
RXN0-6461 RXN-821
RXN0-6461 RXN-6081
RXN0-6461 RXN-10981
RXN0-6461 GLYCOLATEDEHYDRO-RXN
RXN0-6461 1.2.99.7-RXN
RXN0-6461 SELENOCYSTEINE-LYASE-RXN
RXN0-6461 RXN0-6452
RXN0-6461 RXN0-3281
RXN0-6461 CROBETREDUCT-RXN
RXN0-6461 L-LACTDEHYDROGFMN-RXN
TRANS-RXN-108C DEOXYADENPHOSPHOR-RXN
TRANS-RXN-108C ADDALT-RXN
RXN0-6460 RXN0-6461
TRANS-RXN-108D CYTIDEAM-RXN
TRANS-RXN-108I URKI-RXN
TRANS-RXN-108I URIDINE-NUCLEOSIDASE-RXN
TRANS-RXN-108I URPHOS-RXN
RXN0-1130 MYRISTOYLACYLTRAN-RXN
RXN0-1130 RXN0-5513
RXN0-1130 MYRPALMTRAN-RXN
RXN0-1130 LAUROYLACYLTRAN-RXN
RXN0-1130 RXN-5741
RXN0-1130 RXN0-947
RXN0-1130 HOLO-ACP-SYNTH-RXN
RXN0-1130 PALMITOTRANS-RXN
RXN0-1130 RXN0-1139
RXN0-1130 RXN0-1138
RXN0-1130 RXN0-1137
RXN0-1130 UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
RXN0-1130 ACYLGPEACYLTRANS-RXN
RXN0-1130 ACP-S-ACETYLTRANSFER-RXN
RXN0-1130 RXN-9549
RXN0-1130 UDPNACETYLGLUCOSAMACYLTRANS-RXN
RXN0-1130 3.1.4.14-RXN
RXN0-1130 MALONYL-COA-ACP-TRANSACYL-RXN
TRANS-RXN-108G INOSINEKIN-RXN
TRANS-RXN-108G INOPHOSPHOR-RXN
TRANS-RXN-108G INOSINE-NUCLEOSIDASE-RXN
TRANS-RXN-108G RXN0-18
RIBONUCLEOSIDE-TRIP-REDUCT-RXN FLAVONADPREDUCT-RXN
RIBONUCLEOSIDE-TRIP-REDUCT-RXN DNA-DIRECTED-DNA-POLYMERASE-RXN
RIBONUCLEOSIDE-TRIP-REDUCT-RXN TDCEACT1-RXN
RIBONUCLEOSIDE-TRIP-REDUCT-RXN RXN0-724
RIBONUCLEOSIDE-TRIP-REDUCT-RXN 1.97.1.4-A-RXN
RIBONUCLEOSIDE-TRIP-REDUCT-RXN RXN0-746
RIBONUCLEOSIDE-TRIP-REDUCT-RXN RXN0-745
RIBONUCLEOSIDE-TRIP-REDUCT-RXN RXN0-723
RXN-8675 DIMETHUROPORDEHYDROG-RXN
TRANS-RXN-108H THYKI-RXN
TRANS-RXN-108H THYM-PHOSPH-RXN
RXN0-1134 RXN0-1133
RXN0-3241 R15-RXN
RXN0-3241 RXN0-5204
RXN0-3241 GAMMA-GLUTAMYLTRANSFERASE-RXN
RXN0-3241 3.4.13.21-RXN
RXN0-3241 3.4.11.1-RXN
RXN0-3241 3.4.11.9-RXN
RXN0-3241 3.4.11.4-RXN
RXN0-3241 3.4.13.9-RXN
RXN0-3241 3.4.13.18-RXN
RXN0-3241 RXN0-5052
RXN0-3241 RXN0-5051
RXN0-1133 AKBLIG-RXN
RXN0-1133 ACECOATRANS-RXN
RXN0-1133 ACETOACETYL-COA-TRANSFER-RXN
RXN0-1133 MALTACETYLTRAN-RXN
RXN0-1133 TDPFUCACTRANS-RXN
RXN0-1133 RXN0-5231
RXN0-1133 2.3.1.180-RXN
RXN0-1133 CITSYN-RXN
RXN0-1133 2.3.1.157-RXN
RXN0-1133 MALSYN-RXN
RXN0-1133 RXN0-6948
RXN0-1133 ACETYL-COA-ACETYLTRANSFER-RXN
RXN0-1133 ACP-S-ACETYLTRANSFER-RXN
RXN0-1133 ACETALD-DEHYDROG-RXN
RXN0-1133 RXN0-1132
RXN0-1133 DIHYDLIPACETRANS-RXN
RXN0-1133 RXN0-5418
RXN0-1133 SPERMACTRAN-RXN
RXN0-1133 2.3.1.118-RXN
RXN0-1133 SERINE-O-ACETTRAN-RXN
RXN0-1133 N-ACETYLTRANSFER-RXN
RXN0-1133 2-ISOPROPYLMALATESYN-RXN
RXN0-1133 KETOACYLCOATHIOL-RXN
RXN0-1133 PHOSACETYLTRANS-RXN
RXN0-1133 RXN0-5055
RXN0-1133 ACETYL-COA-CARBOXYLTRANSFER-RXN
RXN0-1133 DIAMACTRANS-RXN
RXN0-1133 2.3.1.128-RXN
RXN0-1133 GALACTOACETYLTRAN-RXN
RXN0-1132 RXN-12508
RXN0-1132 RXN0-1134
3-OXOACYL-ACP-REDUCT-RXN 3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
AMP-NUCLEOSID-RXN PRPPSYN-RXN
AMP-NUCLEOSID-RXN TRANS-RXN0-447
AMP-NUCLEOSID-RXN DEOXYADENPHOSPHOR-RXN
AMP-NUCLEOSID-RXN 1TRANSKETO-RXN
AMP-NUCLEOSID-RXN RIB5PISOM-RXN
AMP-NUCLEOSID-RXN PPENTOMUT-RXN
AMP-NUCLEOSID-RXN ADENINE-DEAMINASE-RXN
AMP-NUCLEOSID-RXN ADENPHOSPHOR-RXN
AMP-NUCLEOSID-RXN RXN0-5398
AMP-NUCLEOSID-RXN NMNNUCLEOSID-RXN
RXNMETA-12672 RXN0-6512
RXN0-6442 RXN0-2943
RXN0-6442 DHBAMPLIG-RXN
RXN0-6442 ENTDB-RXN
RXN0-6442 ENTMULTI-RXN
RXN0-6444 RXN0-6973
RXN0-6444 FADSYN-RXN
RXN0-6444 RXN0-6460
RXN0-6444 RXN-13418
RXN0-6444 RXN0-6450
RXN0-6444 RXN-12886
RXN0-6444 FMNREDUCT-RXN
RXN0-6444 RXN0-5187
RXN0-6444 RXN-12444
RXN0-6445 CHEYDEPHOS-RXN
RXN0-6445 RXN0-6546
RXN0-6446 RXN0-5177
RXN0-1147 RXN0-268
RXN0-1147 TETHYDPICSUCC-RXN
RXN0-1147 METHYLMALONYL-COA-MUT-RXN
RXN0-1147 RXN-7716
RXN0-1147 SUCCCOASYN-RXN
RXN0-1147 HOMSUCTRAN-RXN
RXN0-1147 ARGININE-N-SUCCINYLTRANSFERASE-RXN
ACETOACETATE-DECARBOXYLASE-RXN ACETOACETYL-COA-TRANSFER-RXN
ACETOACETATE-DECARBOXYLASE-RXN TRANS-RXN0-281
GALACTONDEHYDRAT-RXN DEHYDDEOXGALACTKIN-RXN
BARA-RXN RXN0-6561
TRYPSYN-RXN 1TRANSKETO-RXN
TRYPSYN-RXN TRANS-RXN-76
TRYPSYN-RXN TRANSALDOL-RXN
TRYPSYN-RXN RXN0-287
TRYPSYN-RXN DXS-RXN
TRYPSYN-RXN RXN0-2381
TRYPSYN-RXN DEHYDDEOXPHOSGALACT-ALDOL-RXN
TRYPSYN-RXN TAGAALDOL-RXN
TRYPSYN-RXN DEOXYRIBOSE-P-ALD-RXN
TRYPSYN-RXN TRYPTOPHAN-RXN
TRYPSYN-RXN TRYPTOPHAN--TRNA-LIGASE-RXN
TRYPSYN-RXN F16ALDOLASE-RXN
TRYPSYN-RXN TRIOSEPISOMERIZATION-RXN
TRYPSYN-RXN 2TRANSKETO-RXN
TRYPSYN-RXN RXN0-313
TRYPSYN-RXN GAPOXNPHOSPHN-RXN
GLY3KIN-RXN PHOSGLYPHOS-RXN
GLY3KIN-RXN PGLYCDEHYDROG-RXN
GLY3KIN-RXN 3PGAREARR-RXN
RXN0-6451 RXN0-6452
RXNMETA-12671 RXNMETA-12672
RXN0-6450 RXN0-6451
RXN0-1140 RXN0-1139
RXN0-1140 RXN0-1137
RXN0-1140 TRANS-RXN0-278
RXN0-1140 RXN0-1141
RXN0-1140 RXN0-1144
RXN0-1140 RXN-8654
YIAE1-RXN 1.1.1.274-RXN
YIAE1-RXN TRANS-RXN0-228
YIAE1-RXN 1.1.1.264-RXN
YIAE1-RXN RXN0-2701
YIAE1-RXN GLUCONATE-5-DEHYDROGENASE-RXN
YIAE1-RXN RXN-12105
R139-RXN ALDOSE1EPIM-RXN
R139-RXN RXN0-6730
R139-RXN R138-RXN
R139-RXN ABC-18-RXN
R139-RXN TRANS-RXN-21
RXN0-1141 RXN0-1139
RXN0-1141 RXN0-1138
RXN0-1141 TRANS-RXN0-278
RXN0-1141 RXN0-1140
RXN0-1141 RXN-13039
RXN0-1141 GCVP-RXN
RXN0-1141 RXN-8654
RXN0-1144 RXN-8645
RXN0-1144 2.6.1.7-RXN
RXN0-1144 PHEAMINOTRANS-RXN
RXN0-1144 RXN0-299
RXN0-1144 ASPAMINOTRANS-RXN
RXN0-1144 RFFTRANS-RXN
RXN0-1144 RXN0-1137
RXN0-1144 PUTTRANSAM-RXN
RXN0-1144 SUCCINYLDIAMINOPIMTRANS-RXN
RXN0-1144 SUCCORNTRANSAM-RXN
RXN0-1144 RXN0-1863
RXN0-1144 2.5.1.64-RXN
RXN0-1144 PSERTRANSAMPYR-RXN
RXN0-1144 GABATRANSAM-RXN
RXN0-1144 2OXOGLUTARATEDEH-RXN
RXN0-1144 BRANCHED-CHAINAMINOTRANSFERLEU-RXN
RXN0-1144 PYRDAMPTRANS-RXN
RXN0-1144 2OXOGLUTDECARB-RXN
RXN0-1144 TRANS-RXN-23
RXN0-1144 RXN0-986
RXN0-1144 TYRAMINOTRANS-RXN
RXN0-1144 CYSTEINE-AMINOTRANSFERASE-RXN
RXN0-1144 BRANCHED-CHAINAMINOTRANSFERILEU-RXN
RXN0-1144 RXN0-984
RXN0-1144 RXN0-985
RXN0-1144 PSERTRANSAM-RXN
RXN0-1144 BRANCHED-CHAINAMINOTRANSFERVAL-RXN
RXN0-1144 RXN0-1140
RXN0-1144 HISTAMINOTRANS-RXN
RXN0-1144 RXN-12353
RXN0-1144 DIAMTRANSAM-RXN
UHPB-RXN RXN0-6499
DETHIOBIOTIN-SYN-RXN 2.8.1.6-RXN
RXN0-5398 1TRANSKETO-RXN
RXN0-5398 URACIL-PRIBOSYLTRANS-RXN
RXN0-5398 RIB5PISOM-RXN
RXN0-5398 PPENTOMUT-RXN
RXN0-5398 URPHOS-RXN
RXN0-5398 URA-PHOSPH-RXN
RXN0-5398 RXN0-6444
RXN0-5398 NMNNUCLEOSID-RXN
RXN0-5398 TRANS-RXN-132
RXN0-5398 PRPPSYN-RXN
RXN0-5398 DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
RXN0-5398 RXN0-5332
RXN0-5398 RXN0-2584
TORT-RXN RXN0-5263
TORT-RXN 1.7.2.3-RXN
TORT-RXN TMAOREDUCT-RXN
TORT-RXN RXN0-5264
RXN0-6478 RXN0-6485
RXN0-6478 RXN0-4222
RXN0-6478 RXN0-6479
RXN0-6479 3.1.13.3-RXN
RXN0-6479 RXN0-6483
RXN0-6479 RXN0-4223
RXN0-6479 RXN0-4961
RXN0-6479 RXN0-6481
RXN0-6479 3.1.26.4-RXN
RXN0-6479 3.1.26.5-RXN
RXN0-6479 3.6.1.19-RXN
RXN0-6479 RXN0-6525
RXN0-6479 3.1.13.5-RXN
RXN0-6479 3.1.11.1-RXN
RXN0-6479 3.1.11.2-RXN
FORMATEDEHYDROG-RXN R601-RXN
FORMATEDEHYDROG-RXN TRANS-RXN0-234
FORMATEDEHYDROG-RXN RXN0-5264
FORMATEDEHYDROG-RXN RXN0-3501
FORMATEDEHYDROG-RXN RXN0-5256
FORMATEDEHYDROG-RXN DIMESULFREDUCT-RXN
RXN0-6484 3.1.13.3-RXN
RXN0-6484 RXN0-4223
RXN0-6484 RXN0-4961
RXN0-6484 3.1.26.4-RXN
RXN0-6484 3.6.1.19-RXN
RXN0-6484 RXN0-6525
RXN0-6484 3.1.13.5-RXN
RXN0-6484 3.1.11.1-RXN
RXN0-6484 3.1.11.2-RXN
RXN0-6483 RXN0-6480
RXN0-6483 5-NUCLEOTID-RXN
TRANS-RXN-106A TRANS-RXN0-201
TRANS-RXN-106A ARGSUCCINSYN-RXN
TRANS-RXN-106A 3.4.13.21-RXN
TRANS-RXN-106A TRANS-RXN0-499
TRANS-RXN-106A ASPDECARBOX-RXN
TRANS-RXN-106A SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
TRANS-RXN-106A RXN0-6987
TRANS-RXN-106A ASPAMINOTRANS-RXN
TRANS-RXN-106A ASPARTATEKIN-RXN
TRANS-RXN-106A PYROXALTRANSAM-RXN
TRANS-RXN-106A TRANS-RXN0-222
TRANS-RXN-106A METBALT-RXN
TRANS-RXN-106A TRANS-RXN-106B
TRANS-RXN-106A SAICARSYN-RXN
TRANS-RXN-106A SUCCDIAMINOPIMDESUCC-RXN
TRANS-RXN-106A SUCCCOASYN-RXN
TRANS-RXN-106A RXN0-6975
TRANS-RXN-106A RXN0-268
TRANS-RXN-106A ISOCIT-CLEAV-RXN
TRANS-RXN-106A L-ASPARTATE-OXID-RXN
TRANS-RXN-106A ASPCARBTRANS-RXN
TRANS-RXN-106A ASNSYNA-RXN
TRANS-RXN-106A TRANS-RXN-106
TRANS-RXN-106A TRANS-RXN-127
TRANS-RXN-106A ASPARTASE-RXN
TRANS-RXN-106A ASPARTATE--TRNA-LIGASE-RXN
TRANS-RXN-106A RXN-12353
TRANS-RXN-106A TRANS-RXN-122A
TRANS-RXN-106A ADENYLOSUCCINATE-SYNTHASE-RXN
TRANS-RXN-106A ASNSYNB-RXN
TRANS-RXN-106A TRANS-RXN-121
TRANS-RXN-106A RXN-9772
RXN0-6482 RIBONUCLEOSIDE-DIP-REDUCTI-RXN
RXN0-6482 RXN0-1
RXN0-6482 NUCLEOSIDE-DIP-KIN-RXN
TRANS-RXN-106B MALATE-DEH-RXN
TRANS-RXN-106B MALATE-DEHYDROGENASE-ACCEPTOR-RXN
TRANS-RXN-106B RXN0-268
TRANS-RXN-106B TRANS-RXN0-201
TRANS-RXN-106B FUMHYDR-RXN
TRANS-RXN-106B TRANS-RXN0-499
TRANS-RXN-106B ISOCIT-CLEAV-RXN
TRANS-RXN-106B SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
TRANS-RXN-106B MALOX-RXN
TRANS-RXN-106B TRANS-RXN-106
TRANS-RXN-106B TRANS-RXN-106A
TRANS-RXN-106B METBALT-RXN
TRANS-RXN-106B TRANS-RXN-127
TRANS-RXN-106B SUCCDIAMINOPIMDESUCC-RXN
TRANS-RXN-106B TRANS-RXN-121A
TRANS-RXN-106B SUCCCOASYN-RXN
TRANS-RXN-106B RXN-12353
TRANS-RXN-106B TRANS-RXN-121
RXN0-6481 RIBONUCLEOSIDE-DIP-REDUCTI-RXN
RXN0-6481 RXN0-1
RXN0-6481 RXN0-6480
RXN0-6481 NUCLEOSIDE-DIP-KIN-RXN
RXN0-6480 RXN0-6526
RXN0-6480 RXN0-6527
RXN0-6480 RXN0-6528
RXN0-6480 RXN0-6529
RXN0-6480 3.1.27.6-RXN
RXN0-6480 RXN0-6523
RXN-12149 TRANS-RXN-112
RXN-12149 RHAMNISOM-RXN
RXN0-3221 3.4.23.43-RXN
RXN0-3221 RXN0-3201
RXN0-3221 3.5.1.28-RXN
RXN0-3221 RXN0-5194
RXN0-3221 3.4.11.1-RXN
RXN0-3221 3.4.21.92-RXN
RXN0-3221 RXN0-6366
RXN0-3221 3.4.21.87-RXN
RXN0-3221 RXN0-5103
RXN0-3221 RXN0-3261
RXN0-3221 LEUCYLTRANSFERASE-RXN
RXN0-3221 RXN0-5052
RXN0-3221 RXN0-5051
RXN0-3221 RXN0-5204
RXN0-3221 GAMMA-GLUTAMYLTRANSFERASE-RXN
RXN0-3221 3.4.24.70-RXN
RXN0-3221 3.4.21.53-RXN
RXN0-3221 PROTEIN-KINASE-RXN
RXN0-3221 3.4.21.102-RXN
RXN0-3221 3.4.24.55-RXN
RXN0-3221 ABC-22-RXN
RXN0-3221 3.4.21.83-RXN
RXN0-3221 3.4.11.9-RXN
RXN0-3221 3.4.15.5-RXN
RXN0-3221 3.1.3.16-RXN
RXN-8655 1.8.1.4-RXN
RXN-8654 RXN-13039
RXN-8654 RXN-8655
ACSERLY-RXN RXN0-3
ACSERLY-RXN ACECOATRANS-RXN
ACSERLY-RXN ACETOACETYL-COA-TRANSFER-RXN
ACSERLY-RXN RXN0-1981
ACSERLY-RXN TRNA-S-TRANSFERASE-RXN
ACSERLY-RXN GLUTCYSLIG-RXN
ACSERLY-RXN RXN0-3001
ACSERLY-RXN RXN0-308
ACSERLY-RXN DCYSDESULF-RXN
ACSERLY-RXN CITC-RXN
ACSERLY-RXN RXN0-6385
ACSERLY-RXN RXN-11362
ACSERLY-RXN LCYSDESULF-RXN
ACSERLY-RXN CYSTEINE--TRNA-LIGASE-RXN
ACSERLY-RXN ACETATEKIN-RXN
ACSERLY-RXN RXN0-1924
ACSERLY-RXN RXN0-1923
ACSERLY-RXN P-PANTOCYSLIG-RXN
ACSERLY-RXN O-SUCCHOMOSERLYASE-RXN
ACSERLY-RXN SERINE-O-ACETTRAN-RXN
ACSERLY-RXN CYSTEINE-AMINOTRANSFERASE-RXN
ACSERLY-RXN RXN0-5414
ACSERLY-RXN RXN-9787
ACSERLY-RXN RXN-6622
ACSERLY-RXN RXN-12588
ACSERLY-RXN THIFIS-RXN
ACSERLY-RXN ACETATE--COA-LIGASE-RXN
O-SUCCHOMOSERLYASE-RXN RXN0-268
O-SUCCHOMOSERLYASE-RXN TRANS-RXN0-201
O-SUCCHOMOSERLYASE-RXN TRANS-RXN0-499
O-SUCCHOMOSERLYASE-RXN ISOCIT-CLEAV-RXN
O-SUCCHOMOSERLYASE-RXN SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
O-SUCCHOMOSERLYASE-RXN CYSTATHIONINE-BETA-LYASE-RXN
O-SUCCHOMOSERLYASE-RXN TRANS-RXN-106
O-SUCCHOMOSERLYASE-RXN TRANS-RXN-106A
O-SUCCHOMOSERLYASE-RXN METBALT-RXN
O-SUCCHOMOSERLYASE-RXN TRANS-RXN-106B
O-SUCCHOMOSERLYASE-RXN TRANS-RXN-127
O-SUCCHOMOSERLYASE-RXN SUCCDIAMINOPIMDESUCC-RXN
O-SUCCHOMOSERLYASE-RXN SUCCCOASYN-RXN
O-SUCCHOMOSERLYASE-RXN RXN-12353
O-SUCCHOMOSERLYASE-RXN TRANS-RXN-121
CDPKIN-RXN TRNA-CYTIDYLYLTRANSFERASE-RXN
CDPKIN-RXN RXN0-6254
CDPKIN-RXN CPM-KDOSYNTH-RXN
CDPKIN-RXN 2.7.7.60-RXN
CDPKIN-RXN CDPDIGLYSYN-RXN
CDPKIN-RXN RXN0-383
CDPKIN-RXN RXN0-5515
CDPKIN-RXN P-PANTOCYSLIG-RXN
CDPKIN-RXN RXN0-723
BASS-RXN BASR-RXN
RXN0-6467 GLYCEROL-1-PHOSPHATASE-RXN
RXN0-6467 GLYCDEH-RXN
RXN0-6467 TRANS-RXN-131
RXN0-6467 R140-RXN
RXN0-6467 GLYCEROL-KIN-RXN
RXN0-6467 GLYCEROL-2-PHOSPHATASE-RXN
RXN0-6467 CARDIOLIPSYN-RXN
RXN0-6468 RXN0-6565
RXN0-6468 RXN-12886
RXN0-6468 RXN0-5332
RXN0-6468 THYM-PHOSPH-RXN
SERINE-O-ACETTRAN-RXN AKBLIG-RXN
SERINE-O-ACETTRAN-RXN ACECOATRANS-RXN
SERINE-O-ACETTRAN-RXN ACETOACETYL-COA-TRANSFER-RXN
SERINE-O-ACETTRAN-RXN MALTACETYLTRAN-RXN
SERINE-O-ACETTRAN-RXN PHOSPHASERSYN-RXN
SERINE-O-ACETTRAN-RXN TRANS-RXN-71
SERINE-O-ACETTRAN-RXN SERINE--TRNA-LIGASE-RXN
SERINE-O-ACETTRAN-RXN TDPFUCACTRANS-RXN
SERINE-O-ACETTRAN-RXN TRNA-S-TRANSFERASE-RXN
SERINE-O-ACETTRAN-RXN 2.3.1.180-RXN
SERINE-O-ACETTRAN-RXN RXN0-5231
SERINE-O-ACETTRAN-RXN GLYOHMETRANS-RXN
SERINE-O-ACETTRAN-RXN RXN0-3001
SERINE-O-ACETTRAN-RXN RXN0-2201
SERINE-O-ACETTRAN-RXN RXN0-2382
SERINE-O-ACETTRAN-RXN CITSYN-RXN
SERINE-O-ACETTRAN-RXN 2.3.1.157-RXN
SERINE-O-ACETTRAN-RXN MALSYN-RXN
SERINE-O-ACETTRAN-RXN RXN0-6948
SERINE-O-ACETTRAN-RXN ACETYL-COA-ACETYLTRANSFER-RXN
